Fiscal Year Released,Recidivism Reporting Year,Race-Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Main Supervising District,Release Type,Release type: Paroled to Detainder united,Part of Target Population,Recidivated,Years_till_recidivating
2018.0,2019.0,African-Rabai,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,25-34,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,25-34,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,35-44,D Felony,Public Order,Creating disturbance,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,35-44,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,Under 25,D Felony,Public Order,Creating disturbance,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,35-44,Felony - Enhanced,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,Under 25,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,25-34,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,Under 25,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,25-34,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,Under 25,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,25-34,C Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,45-54,Felony - Enhanced,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,35-44,D Felony,Public Order,Escape from lawful custody,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,35-44,D Felony,Property,Obtaining money by false pretences,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,25-34,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,35-44,D Felony,Violent,Defilement,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,45-54,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,45-54,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,45-54,Aggravated Misdemeanor,Public Order,Child neglect,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,35-44,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,Under 18,B Felony,Violent,Assault causing actual bodily,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,Under 25,D Felony,Violent,Cruelty to a child,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Chonyi,35-44,D Felony,Property,Obtaining money by false pretences,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2020.0,African-Kisii,25-34,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,25-34,D Felony,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,35-44,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,45-54,D Felony,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,Under 25,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,45-54,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,25-34,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,35-44,D Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,35-44,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,35-44,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,45-54,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,Under 25,D Felony,Property,Vandalism,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,45-54,Felony - Enhanced,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,35-44,C Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,Under 25,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,25-34,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2020.0,African-Kisii,45-54,D Felony,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2020.0,African-Kisii,45-54,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Kisii,45-54,D Felony,Property,Obtaining money by false pretences,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Kisii,45-54,B Felony,Violent,Other Violent,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Kisii,25-34,Felony - Enhanced,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Kisii,35-44,D Felony,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Kisii,Under 25,D Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Kisii,Under 25,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Kisii,25-34,D Felony,Drug,being in posession of alcoholic drinks,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Kisii,45-54,D Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Kisii,35-44,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,45-54,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,35-44,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,35-44,Aggravated Misdemeanor,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,Under 25,C Felony,Property,Vandalism,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,Under 25,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,25-34,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,Under 25,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,45-54,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,25-34,C Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,55 and Older,C Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,25-34,C Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,35-44,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,Under 25,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,Under 18,C Felony,Violent,Assault causing actual bodily,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,25-34,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,25-34,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,25-34,C Felony,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,Under 25,Aggravated Misdemeanor,Property,Obtaining money by false pretences,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,35-44,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,45-54,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,35-44,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,35-44,D Felony,Public Order,Creating disturbance,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,35-44,Aggravated Misdemeanor,Public Order,Being in posession of alcoholic drinks,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,45-54,B Felony,Public Order,Creating disturbance,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,Under 18,C Felony,Violent,Assault causing actual bodily,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2020.0,African-Duruma,35-44,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2019.0,2021.0,African-Luo,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Luo,25-34,C Felony,Violent,Defilement,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,25-34,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,25-34,Aggravated Misdemeanor,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,35-44,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,35-44,Felony - Enhanced,Public Order,Creating disturbance,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,55 and Older,Aggravated Misdemeanor,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,25-34,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,45-54,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,Under 25,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,45-54,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,Under 25,Aggravated Misdemeanor,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,25-34,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,35-44,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Kalenjin,35-44,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Digo,25-34,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,35-44,Aggravated Misdemeanor,Public Order,Causing public nuisance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,45-54,D Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,35-44,Felony - Enhanced,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,45-54,D Felony,Violent,Murder/Manslaughter,Mombasa,Probation,Probation,Yes,0.0,2.0
2019.0,2021.0,African-Digo,35-44,Felony - Enhanced,Drug,being in posession of alcoholic drinks,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,35-44,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,55 and Older,Felony - Enhanced,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,25-34,Aggravated Misdemeanor,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,35-44,C Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,55 and Older,C Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,35-44,C Felony,Drug,being in posession of alcoholic drinks,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,35-44,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,35-44,D Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,25-34,D Felony,Public Order,Preparation to commit a felony,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,Under 25,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,35-44,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2019.0,2021.0,African-Digo,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2020.0,2021.0,African-Giriama,Under 25,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,45-54,D Felony,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,45-54,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,25-34,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,25-34,D Felony,Property,Obtaining money by false pretences,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,25-34,C Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,35-44,C Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,35-44,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,25-34,Aggravated Misdemeanor,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,45-54,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,45-54,Felony - Enhanced,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,25-34,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,Under 25,C Felony,Drug,being in posession of alcoholic drinks,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,25-34,Aggravated Misdemeanor,Public Order,Creating public nuisance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,25-34,Felony - Enhanced,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Giriama,35-44,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Kkuyu,25-34,D Felony,Property,Vandalism,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Kkuyu,35-44,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Kkuyu,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Kkuyu,Under 25,D Felony,Drug,being in posession of alcoholic drinks,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Kkuyu,35-44,D Felony,Drug,being in posession of alcoholic drinks,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Kkuyu,Under 25,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Kkuyu,Under 25,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Kkuyu,25-34,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Kkuyu,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Kkuyu,45-54,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Kkuyu,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Kkuyu,35-44,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,Under 18,D Felony,Violent,Defilement,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,25-34,D Felony,Property,Obtaining money by false pretences,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,Under 25,C Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,35-44,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,25-34,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,35-44,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,55 and Older,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,55 and Older,C Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,25-34,C Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,Under 25,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,Under 18,C Felony,Violent,Assault causing actual bodily,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,35-44,C Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,55 and Older,C Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,25-34,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,35-44,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,35-44,D Felony,Public Order,Preparation to commit a felony,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,25-34,C Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Swahili,Under 25,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Meru,Under 25,C Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Meru,25-34,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Meru,Under 25,C Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Meru,35-44,D Felony,Public Order,Creating disturbance,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Meru,25-34,D Felony,Drug,being in posession of alcoholic drinks,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Meru,25-34,C Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Meru,25-34,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2020.0,2021.0,African-Somali,35-44,Serious Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Somali,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Somali,35-44,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Somali,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Somali,25-34,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Somali,35-44,C Felony,Violent,Assault causing actual bodily,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Somali,35-44,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Somali,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2020.0,2021.0,African-Somali,35-44,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
